date,openIssue
2018-08-25,22.0
2018-08-26,19.0
2018-08-27,56.0
2018-08-28,138.0
2018-08-29,76.0
2018-08-30,80.0
2018-08-31,57.0
2018-09-01,30.0
2018-09-02,16.0
2018-09-03,34.0
2018-09-04,72.0
2018-09-05,81.0
2018-09-06,96.0
2018-09-07,85.0
2018-09-08,32.0
2018-09-09,39.0
2018-09-10,55.0
2018-09-11,56.0
2018-09-12,75.0
2018-09-13,72.0
2018-09-14,65.0
2018-09-15,20.0
2018-09-16,20.0
2018-09-17,58.0
2018-09-18,54.0
2018-09-19,60.0
2018-09-20,68.0
2018-09-21,47.0
2018-09-22,21.0
2018-09-23,18.0
2018-09-24,70.0
2018-09-25,121.0
2018-09-26,72.0
2018-09-27,62.0
2018-09-28,50.0
2018-09-29,19.0
2018-09-30,22.0
2018-10-01,54.0
2018-10-02,46.0
2018-10-03,50.0
2018-10-04,43.0
2018-10-05,36.0
2018-10-06,11.0
2018-10-07,24.0
2018-10-08,81.0
2018-10-09,131.0
2018-10-10,132.0
2018-10-11,106.0
2018-10-12,94.0
2018-10-13,36.0
2018-10-14,44.0
2018-10-15,72.0
2018-10-16,64.0
2018-10-17,64.0
2018-10-18,69.0
2018-10-19,61.0
2018-10-20,39.0
2018-10-21,22.0
2018-10-22,66.0
2018-10-23,89.0
2018-10-24,87.0
2018-10-25,55.0
2018-10-26,60.0
2018-10-27,29.0
2018-10-28,18.0
2018-10-29,78.0
2018-10-30,102.0
2018-10-31,90.0
2018-11-01,69.0
2018-11-02,68.0
2018-11-03,13.0
2018-11-04,20.0
2018-11-05,59.0
2018-11-06,52.0
2018-11-07,52.0
2018-11-08,55.0
2018-11-09,43.0
2018-11-10,26.0
2018-11-11,19.0
2018-11-12,40.0
2018-11-13,68.0
2018-11-14,83.0
2018-11-15,71.0
2018-11-16,66.0
2018-11-17,27.0
2018-11-18,21.0
2018-11-19,50.0
2018-11-20,64.0
2018-11-21,65.0
2018-11-22,48.0
2018-11-23,27.0
2018-11-24,18.0
2018-11-25,25.0
2018-11-26,52.0
2018-11-27,50.0
2018-11-28,62.0
2018-11-29,64.0
2018-11-30,49.0
2018-12-01,31.0
2018-12-02,28.0
2018-12-03,85.0
2018-12-04,105.0
2018-12-05,57.0
2018-12-06,77.0
2018-12-07,57.0
2018-12-08,22.0
2018-12-09,23.0
2018-12-10,46.0
2018-12-11,60.0
2018-12-12,76.0
2018-12-13,95.0
2018-12-14,58.0
2018-12-15,20.0
2018-12-16,26.0
2018-12-17,47.0
2018-12-18,71.0
2018-12-19,77.0
2018-12-20,63.0
2018-12-21,38.0
2018-12-22,30.0
2018-12-23,18.0
2018-12-24,21.0
2018-12-25,18.0
2018-12-26,27.0
2018-12-27,30.0
2018-12-28,33.0
2018-12-29,29.0
2018-12-30,13.0
2018-12-31,23.0
2019-01-01,16.0
2019-01-02,30.0
2019-01-03,51.0
2019-01-04,62.0
2019-01-05,21.0
2019-01-06,21.0
2019-01-07,50.0
2019-01-08,42.0
2019-01-09,48.0
2019-01-10,47.0
2019-01-11,45.0
2019-01-12,14.0
2019-01-13,17.0
2019-01-14,39.0
2019-01-15,49.0
2019-01-16,50.0
2019-01-17,42.0
2019-01-18,50.0
2019-01-19,26.0
2019-01-20,20.0
2019-01-21,39.0
2019-01-22,70.0
2019-01-23,53.0
2019-01-24,44.0
2019-01-25,41.0
2019-01-26,16.0
2019-01-27,27.0
2019-01-28,86.0
2019-01-29,184.0
2019-01-30,76.0
2019-01-31,80.0
2019-02-01,70.0
2019-02-02,9.0
2019-02-03,20.0
2019-02-04,57.0
2019-02-05,41.0
2019-02-06,57.0
2019-02-07,141.0
2019-02-08,98.0
2019-02-09,47.0
2019-02-10,43.0
2019-02-11,85.0
2019-02-12,90.0
2019-02-13,72.0
2019-02-14,82.0
2019-02-15,64.0
2019-02-16,39.0
2019-02-17,24.0
2019-02-18,58.0
2019-02-19,59.0
2019-02-20,65.0
2019-02-21,89.0
2019-02-22,70.0
2019-02-23,34.0
2019-02-24,25.0
2019-02-25,103.0
2019-02-26,63.0
2019-02-27,72.0
2019-02-28,57.0
2019-03-01,46.0
2019-03-02,38.0
2019-03-03,29.0
2019-03-04,52.0
2019-03-05,54.0
2019-03-06,37.0
2019-03-07,76.0
2019-03-08,87.0
2019-03-09,36.0
2019-03-10,34.0
2019-03-11,72.0
2019-03-12,74.0
2019-03-13,85.0
2019-03-14,79.0
2019-03-15,64.0
2019-03-16,35.0
2019-03-17,30.0
2019-03-18,46.0
2019-03-19,58.0
2019-03-20,76.0
2019-03-21,58.0
2019-03-22,53.0
2019-03-23,35.0
2019-03-24,19.0
2019-03-25,73.0
2019-03-26,119.0
2019-03-27,84.0
2019-03-28,83.0
2019-03-29,42.0
2019-03-30,19.0
2019-03-31,24.0
2019-04-01,40.0
2019-04-02,48.0
2019-04-03,62.0
2019-04-04,52.0
2019-04-05,79.0
2019-04-06,37.0
2019-04-07,25.0
2019-04-08,60.0
2019-04-09,40.0
2019-04-10,65.0
2019-04-11,59.0
2019-04-12,57.0
2019-04-13,33.0
2019-04-14,34.0
2019-04-15,64.0
2019-04-16,65.0
2019-04-17,60.0
2019-04-18,64.0
2019-04-19,36.0
2019-04-20,28.0
2019-04-21,26.0
2019-04-22,36.0
2019-04-23,35.0
2019-04-24,44.0
2019-04-25,55.0
2019-04-26,46.0
2019-04-27,34.0
2019-04-28,28.0
2019-04-29,36.0
2019-04-30,43.0
2019-05-01,33.0
2019-05-02,47.0
2019-05-03,52.0
2019-05-04,23.0
2019-05-05,27.0
2019-05-06,47.0
2019-05-07,62.0
2019-05-08,37.0
2019-05-09,52.0
2019-05-10,41.0
2019-05-11,25.0
