date,IssueComment
2016-10-12,217.67
2016-10-13,220.82
2016-10-14,224.44
2016-10-15,227.07
2016-10-16,227.65
2016-10-17,226.41
2016-10-18,224.82
2016-10-19,225.03
2016-10-20,228.45
2016-10-21,234.3
2016-10-22,240.26
2016-10-23,244.49
2016-10-24,246.01
2016-10-25,245.91
2016-10-26,246.29
2016-10-27,247.84
2016-10-28,248.95
2016-10-29,247.86
2016-10-30,243.89
2016-10-31,237.27
2016-11-01,229.32
2016-11-02,222.51
2016-11-03,218.88
2016-11-04,217.83
2016-11-05,217.57
2016-11-06,216.9
2016-11-07,215.64
2016-11-08,214.64
2016-11-09,214.98
2016-11-10,216.79
2016-11-11,218.51
2016-11-12,218.7
2016-11-13,216.29
2016-11-14,211.44
2016-11-15,205.95
2016-11-16,201.52
2016-11-17,198.75
2016-11-18,196.29
2016-11-19,192.49
2016-11-20,187.07
2016-11-21,180.91
2016-11-22,175.68
2016-11-23,172.99
2016-11-24,173.29
2016-11-25,175.29
2016-11-26,177.59
2016-11-27,179.82
2016-11-28,182.28
2016-11-29,186.04
2016-11-30,193.11
2016-12-01,203.4
2016-12-02,213.59
2016-12-03,220.18
2016-12-04,222.17
2016-12-05,220.99
2016-12-06,218.58
2016-12-07,216.91
2016-12-08,217.35
2016-12-09,219.35
2016-12-10,221.09
2016-12-11,220.37
2016-12-12,215.91
2016-12-13,208.62
2016-12-14,201.03
2016-12-15,195.01
2016-12-16,189.79
2016-12-17,183.7
2016-12-18,175.55
2016-12-19,164.77
2016-12-20,152.31
2016-12-21,139.75
2016-12-22,128.0
2016-12-23,118.44
2016-12-24,108.91
2016-12-25,99.13
2016-12-26,89.23
2016-12-27,79.38
2016-12-28,69.72
2016-12-29,60.38
2016-12-30,51.41
2016-12-31,42.85
