date,openPR
2016-03-29,25.0
2016-03-30,24.0
2016-03-31,27.0
2016-04-01,28.0
2016-04-02,18.0
2016-04-03,8.0
2016-04-04,2.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,2.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,1.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,1.0
2016-04-22,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,0.0
2016-05-18,1.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,1.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,1.0
2016-05-29,1.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,1.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-13,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-25,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-02,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-14,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-08-02,0.0
2016-08-04,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-24,0.0
2016-08-30,0.0
2016-09-08,0.0
2016-09-10,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-20,1.0
2016-09-21,1.0
2016-10-07,1.0
2016-10-09,0.0
2016-10-11,0.0
2016-10-15,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-30,0.0
2016-11-02,0.0
2016-11-18,0.0
2016-11-27,0.0
2016-11-30,0.0
2016-12-06,1.0
